satellite,orbit_index,location_index,lat,lon,fire,user_request,start_utc,end_utc,duration_min
Global-19,992,0,-27.9120213684873,150.743826980695,550.0,UR2-1,2025-07-18T14:02:00+00:00Z,2025-07-18T14:08:00+00:00Z,6.0
Global-19,993,0,-27.9120213684873,150.743826980695,550.0,UR2-1,2025-07-18T15:42:00+00:00Z,2025-07-18T15:43:00+00:00Z,1.0
Global-19,1013,0,-27.9120213684873,150.743826980695,550.0,UR2-1,2025-07-19T06:39:00+00:00Z,2025-07-19T06:45:00+00:00Z,6.0
Global-19,1029,0,-27.9120213684873,150.743826980695,550.0,UR2-1,2025-07-19T08:18:00+00:00Z,2025-07-19T08:21:00+00:00Z,3.0
Global-19,1032,0,-27.9120213684873,150.743826980695,550.0,UR2-1,2025-07-19T13:13:00+00:00Z,2025-07-19T13:18:00+00:00Z,5.0
Global-19,1033,0,-27.9120213684873,150.743826980695,550.0,UR2-1,2025-07-19T14:50:00+00:00Z,2025-07-19T14:55:00+00:00Z,5.0
Global-19,1068,0,-27.9120213684873,150.743826980695,550.0,UR2-1,2025-07-20T05:50:00+00:00Z,2025-07-20T05:55:00+00:00Z,5.0
Global-19,1069,0,-27.9120213684873,150.743826980695,550.0,UR2-1,2025-07-20T07:28:00+00:00Z,2025-07-20T07:32:00+00:00Z,4.0
Global-19,1072,0,-27.9120213684873,150.743826980695,550.0,UR2-1,2025-07-20T12:23:00+00:00Z,2025-07-20T12:27:00+00:00Z,4.0
Global-19,1086,0,-27.9120213684873,150.743826980695,550.0,UR2-1,2025-07-20T14:00:00+00:00Z,2025-07-20T14:05:00+00:00Z,5.0
Global-19,1108,0,-27.9120213684873,150.743826980695,550.0,UR2-1,2025-07-21T05:01:00+00:00Z,2025-07-21T05:04:00+00:00Z,3.0
Global-19,1109,0,-27.9120213684873,150.743826980695,550.0,UR2-1,2025-07-21T06:37:00+00:00Z,2025-07-21T06:42:00+00:00Z,5.0
Global-19,1123,0,-27.9120213684873,150.743826980695,550.0,UR2-1,2025-07-21T11:34:00+00:00Z,2025-07-21T11:36:00+00:00Z,2.0
