time,lat,lon
2025-06-25T00:00:00Z,38.580383,-176.429236
2025-06-25T00:02:00Z,35.766466,-167.879097
2025-06-25T00:04:00Z,32.321277,-160.008706
2025-06-25T00:06:00Z,28.362633,-152.790717
2025-06-25T00:08:00Z,23.998102,-146.150793
2025-06-25T00:10:00Z,19.321678,-139.991855
2025-06-25T00:12:00Z,14.414160,-134.209603
2025-06-25T00:14:00Z,9.345361,-128.700459
2025-06-25T00:16:00Z,4.176975,-123.364415
2025-06-25T00:18:00Z,-1.034469,-118.104906
2025-06-25T00:20:00Z,-6.234729,-112.827167
2025-06-25T00:22:00Z,-11.369047,-107.436030
2025-06-25T00:24:00Z,-16.379331,-101.833843
2025-06-25T00:26:00Z,-21.201244,-95.919299
2025-06-25T00:28:00Z,-25.761260,-89.588261
2025-06-25T00:30:00Z,-29.973975,-82.738309
2025-06-25T00:32:00Z,-33.740442,-75.279318
2025-06-25T00:34:00Z,-36.948980,-67.152311
2025-06-25T00:36:00Z,-39.480536,-58.356381
2025-06-25T00:38:00Z,-41.220505,-48.977144
2025-06-25T00:40:00Z,-42.076725,-39.201240
2025-06-25T00:42:00Z,-41.998976,-29.298596
2025-06-25T00:44:00Z,-40.991534,-19.568295
2025-06-25T00:46:00Z,-39.112033,-10.269910
2025-06-25T00:48:00Z,-36.457277,-1.574318
2025-06-25T00:50:00Z,-33.143502,6.448102
2025-06-25T00:52:00Z,-29.289178,13.809461
2025-06-25T00:54:00Z,-25.004266,20.575350
2025-06-25T00:56:00Z,-20.385714,26.838971
2025-06-25T00:58:00Z,-15.517149,32.703685
2025-06-25T01:00:00Z,-10.470777,38.273554
2025-06-25T01:02:00Z,-5.310136,43.649530
2025-06-25T01:04:00Z,-0.093049,48.929050
2025-06-25T01:06:00Z,5.125487,54.207413
2025-06-25T01:08:00Z,10.290485,59.579918
2025-06-25T01:10:00Z,15.344153,65.144022
2025-06-25T01:12:00Z,20.223001,71.000756
2025-06-25T01:14:00Z,24.854879,77.254400
2025-06-25T01:16:00Z,29.156193,84.008795
2025-06-25T01:18:00Z,33.029956,91.358056
2025-06-25T01:20:00Z,36.366000,99.369287
2025-06-25T01:22:00Z,39.045347,108.056746
2025-06-25T01:24:00Z,40.950829,117.352540
2025-06-25T01:26:00Z,41.984273,127.087867
2025-06-25T01:28:00Z,42.086422,137.003824
2025-06-25T01:30:00Z,41.251511,146.800063
2025-06-25T01:32:00Z,39.528806,156.203871
2025-06-25T01:34:00Z,37.010216,165.025429
2025-06-25T01:36:00Z,33.810697,173.176567
2025-06-25T01:38:00Z,30.050006,-179.343335
2025-06-25T01:40:00Z,25.840636,-172.475921
2025-06-25T01:42:00Z,21.282298,-166.131101
2025-06-25T01:44:00Z,16.461033,-160.206209
2025-06-25T01:46:00Z,11.450861,-154.596786
2025-06-25T01:48:00Z,6.316462,-149.201238
2025-06-25T01:50:00Z,1.116141,-143.921715
2025-06-25T01:52:00Z,-4.095258,-138.662963
2025-06-25T01:54:00Z,-9.263532,-133.330256
2025-06-25T01:56:00Z,-14.332311,-127.827178
2025-06-25T01:58:00Z,-19.240192,-122.053976
2025-06-25T02:00:00Z,-23.917793,-115.907391
2025-06-25T02:02:00Z,-28.284894,-109.283414
2025-06-25T02:04:00Z,-32.248222,-102.085078
2025-06-25T02:06:00Z,-35.701010,-94.237702
