time,lat,lon
2025-06-25T00:00:00Z,-59.357991,-12.960801
2025-06-25T00:02:00Z,-52.344503,-16.769382
2025-06-25T00:04:00Z,-45.252353,-19.668031
2025-06-25T00:06:00Z,-38.108809,-22.033367
2025-06-25T00:08:00Z,-30.928727,-24.066734
2025-06-25T00:10:00Z,-23.721573,-25.886645
2025-06-25T00:12:00Z,-16.494376,-27.569072
2025-06-25T00:14:00Z,-9.253080,-29.167051
2025-06-25T00:16:00Z,-2.003182,-30.721261
2025-06-25T00:18:00Z,5.249968,-32.266504
2025-06-25T00:20:00Z,12.501016,-33.836429
2025-06-25T00:22:00Z,19.744478,-35.467942
2025-06-25T00:24:00Z,26.974541,-37.206541
2025-06-25T00:26:00Z,34.184639,-39.114345
2025-06-25T00:28:00Z,41.366559,-41.284069
2025-06-25T00:30:00Z,48.508502,-43.866253
2025-06-25T00:32:00Z,55.590696,-47.128181
2025-06-25T00:34:00Z,62.574366,-51.597306
2025-06-25T00:36:00Z,69.369383,-58.463926
2025-06-25T00:38:00Z,75.717140,-70.901312
2025-06-25T00:40:00Z,80.671707,-98.103600
2025-06-25T00:42:00Z,81.367983,-146.203294
2025-06-25T00:44:00Z,77.098077,-179.124253
2025-06-25T00:46:00Z,70.948092,166.097843
2025-06-25T00:48:00Z,64.226004,158.316503
2025-06-25T00:50:00Z,57.277383,153.422617
2025-06-25T00:52:00Z,50.215760,149.934786
2025-06-25T00:54:00Z,43.087790,147.220692
2025-06-25T00:56:00Z,35.916342,144.969093
2025-06-25T00:58:00Z,28.714541,143.008744
2025-06-25T01:00:00Z,21.491185,141.236324
2025-06-25T01:02:00Z,14.253082,139.584003
2025-06-25T01:04:00Z,7.006125,138.003198
2025-06-25T01:06:00Z,-0.244197,136.455517
2025-06-25T01:08:00Z,-7.492563,134.906972
2025-06-25T01:10:00Z,-14.733686,133.323476
2025-06-25T01:12:00Z,-21.962176,131.666315
2025-06-25T01:14:00Z,-29.172289,129.886267
2025-06-25T01:16:00Z,-36.357393,127.914349
2025-06-25T01:18:00Z,-43.508850,125.645134
2025-06-25T01:20:00Z,-50.613588,122.903319
2025-06-25T01:22:00Z,-57.648480,119.369167
2025-06-25T01:24:00Z,-64.565713,114.390348
2025-06-25T01:26:00Z,-71.247636,106.430835
2025-06-25T01:28:00Z,-77.332547,91.214741
2025-06-25T01:30:00Z,-81.452246,57.406052
2025-06-25T01:32:00Z,-80.548997,9.742830
2025-06-25T01:34:00Z,-75.533843,-16.633678
2025-06-25T01:36:00Z,-69.188906,-28.778695
2025-06-25T01:38:00Z,-62.411015,-35.535832
2025-06-25T01:40:00Z,-55.447621,-39.956084
2025-06-25T01:42:00Z,-48.385591,-43.193110
2025-06-25T01:44:00Z,-41.262367,-45.761383
2025-06-25T01:46:00Z,-34.096999,-47.922838
2025-06-25T01:48:00Z,-26.900810,-49.825548
2025-06-25T01:50:00Z,-19.681671,-51.560986
2025-06-25T01:52:00Z,-12.445897,-53.190619
2025-06-25T01:54:00Z,-5.199131,-54.759603
2025-06-25T01:56:00Z,2.053239,-56.304681
2025-06-25T01:58:00Z,9.305874,-57.859478
2025-06-25T02:00:00Z,16.553364,-59.458892
2025-06-25T02:02:00Z,23.790078,-61.143856
2025-06-25T02:04:00Z,31.009855,-62.967898
2025-06-25T02:06:00Z,38.205366,-65.007923
2025-06-25T02:08:00Z,45.366739,-67.384248
