time,lat,lon
2025-06-25T00:00:00Z,37.572195,96.624281
2025-06-25T00:02:00Z,30.365102,94.614345
2025-06-25T00:04:00Z,23.134742,92.811490
2025-06-25T00:06:00Z,15.888224,91.141678
2025-06-25T00:08:00Z,8.631574,89.552987
2025-06-25T00:10:00Z,1.370341,88.005358
2025-06-25T00:12:00Z,-5.890134,86.464270
2025-06-25T00:14:00Z,-13.144565,84.896066
2025-06-25T00:16:00Z,-20.387603,83.263523
2025-06-25T00:18:00Z,-27.613623,81.520398
2025-06-25T00:20:00Z,-34.816273,79.603129
2025-06-25T00:22:00Z,-41.987529,77.416258
2025-06-25T00:24:00Z,-49.115654,74.803814
2025-06-25T00:26:00Z,-56.180554,71.486885
2025-06-25T00:28:00Z,-63.142009,66.910133
2025-06-25T00:30:00Z,-69.904691,59.805528
2025-06-25T00:32:00Z,-76.189141,46.745568
2025-06-25T00:34:00Z,-80.955742,17.885498
2025-06-25T00:36:00Z,-81.234404,-30.682342
2025-06-25T00:38:00Z,-76.739126,-61.841339
2025-06-25T00:40:00Z,-70.531925,-75.833229
2025-06-25T00:42:00Z,-63.796735,-83.301595
2025-06-25T00:44:00Z,-56.847399,-88.047293
2025-06-25T00:46:00Z,-49.788512,-91.454136
2025-06-25T00:48:00Z,-42.663440,-94.119157
2025-06-25T00:50:00Z,-35.493538,-96.338748
2025-06-25T00:52:00Z,-28.291112,-98.277116
2025-06-25T00:54:00Z,-21.064468,-100.033947
2025-06-25T00:56:00Z,-13.820109,-101.675084
2025-06-25T00:58:00Z,-6.563755,-103.248016
2025-06-25T01:00:00Z,0.699179,-104.790581
2025-06-25T01:02:00Z,7.963358,-106.336609
2025-06-25T01:04:00Z,15.223396,-107.920389
2025-06-25T01:06:00Z,22.473723,-109.581282
2025-06-25T01:08:00Z,29.708323,-111.369826
2025-06-25T01:10:00Z,36.920179,-113.357498
2025-06-25T01:12:00Z,44.100081,-115.654535
2025-06-25T01:14:00Z,51.234016,-118.446076
2025-06-25T01:16:00Z,58.297044,-122.073927
2025-06-25T01:18:00Z,65.237026,-127.246579
2025-06-25T01:20:00Z,71.923074,-135.668315
2025-06-25T01:22:00Z,77.939947,-152.194587
2025-06-25T01:24:00Z,81.694936,170.949653
2025-06-25T01:26:00Z,80.138324,124.139391
2025-06-25T01:28:00Z,74.823992,100.118938
2025-06-25T01:30:00Z,68.359359,88.931652
2025-06-25T01:32:00Z,61.512171,82.584557
2025-06-25T01:34:00Z,54.497898,78.371109
2025-06-25T01:36:00Z,47.394154,75.252198
2025-06-25T01:38:00Z,40.235212,72.757521
2025-06-25T01:40:00Z,33.038953,70.644728
2025-06-25T01:42:00Z,25.816297,68.775414
2025-06-25T01:44:00Z,18.575020,67.063252
2025-06-25T01:46:00Z,11.321456,65.449639
2025-06-25T01:48:00Z,4.061287,63.891003
2025-06-25T01:50:00Z,-3.200092,62.351369
2025-06-25T01:52:00Z,-10.457385,60.797261
2025-06-25T01:54:00Z,-17.705287,59.193331
2025-06-25T01:56:00Z,-24.938309,57.497442
2025-06-25T01:58:00Z,-32.150444,55.653710
2025-06-25T02:00:00Z,-39.334448,53.580835
2025-06-25T02:02:00Z,-46.480312,51.150083
2025-06-25T02:04:00Z,-53.571869,48.139121
2025-06-25T02:06:00Z,-60.578588,44.123730
2025-06-25T02:08:00Z,-67.432719,38.187027
2025-06-25T02:10:00Z,-73.951965,28.005270
2025-06-25T02:12:00Z,-79.510210,6.758749
2025-06-25T02:14:00Z,-81.842048,-37.359053
2025-06-25T02:16:00Z,-78.729343,-77.848225
2025-06-25T02:18:00Z,-72.924724,-96.450764
2025-06-25T02:20:00Z,-66.326768,-105.657388
2025-06-25T02:22:00Z,-59.438796,-111.178424
2025-06-25T02:24:00Z,-52.413515,-114.986074
2025-06-25T02:26:00Z,-45.309721,-117.880757
2025-06-25T02:28:00Z,-38.154670,-120.241273
2025-06-25T02:30:00Z,-30.963181,-122.269687
2025-06-25T02:32:00Z,-23.744688,-124.084743
2025-06-25T02:34:00Z,-16.506203,-125.762469
2025-06-25T02:36:00Z,-9.253657,-127.355890
2025-06-25T02:38:00Z,-1.992542,-128.905651
2025-06-25T02:40:00Z,5.271794,-130.446514
2025-06-25T02:42:00Z,12.533996,-132.012093
2025-06-25T02:44:00Z,19.788585,-133.639274
2025-06-25T02:46:00Z,27.029753,-135.373571
2025-06-25T02:48:00Z,34.250951,-137.277190
2025-06-25T02:50:00Z,41.443982,-139.443102
2025-06-25T02:52:00Z,48.597070,-142.022521
2025-06-25T02:54:00Z,55.690439,-145.284506
2025-06-25T02:56:00Z,62.685182,-149.761598
2025-06-25T02:58:00Z,69.490454,-156.660809
2025-06-25T03:00:00Z,75.843737,-169.220810
2025-06-25T03:02:00Z,80.775454,163.124993
2025-06-25T03:04:00Z,81.365268,114.614357
2025-06-25T03:06:00Z,77.008581,82.103903
2025-06-25T03:08:00Z,70.820177,67.578667
2025-06-25T03:10:00Z,64.075698,59.914234
2025-06-25T03:12:00Z,57.110302,55.082299
2025-06-25T03:14:00Z,50.034307,51.631731
2025-06-25T03:16:00Z,42.893160,48.942250
2025-06-25T03:18:00Z,35.709200,46.708060
2025-06-25T03:20:00Z,28.495300,44.760656
2025-06-25T03:22:00Z,21.260128,42.998215
2025-06-25T03:24:00Z,14.010428,41.353767
2025-06-25T03:26:00Z,6.752062,39.779233
2025-06-25T03:28:00Z,-0.509494,38.236497
