time,lat,lon
2025-06-25T00:00:00Z,49.572214,-98.224134
2025-06-25T00:02:00Z,56.988000,-101.488289
2025-06-25T00:04:00Z,64.302221,-106.118258
2025-06-25T00:06:00Z,71.408252,-113.678961
2025-06-25T00:08:00Z,77.950380,-128.958121
2025-06-25T00:10:00Z,82.339055,-167.029019
2025-06-25T00:12:00Z,80.726640,140.305695
2025-06-25T00:14:00Z,74.929018,115.912945
2025-06-25T00:16:00Z,68.038595,105.355688
2025-06-25T00:18:00Z,60.813663,99.507728
2025-06-25T00:20:00Z,53.445987,95.648415
2025-06-25T00:22:00Z,46.001638,92.787491
2025-06-25T00:24:00Z,38.509277,90.488143
2025-06-25T00:26:00Z,30.983951,88.528252
2025-06-25T00:28:00Z,23.435172,86.781660
2025-06-25T00:30:00Z,15.870105,85.169523
2025-06-25T00:32:00Z,8.294933,83.637694
2025-06-25T00:34:00Z,0.715453,82.144891
2025-06-25T00:36:00Z,-6.862688,80.655586
2025-06-25T00:38:00Z,-14.433887,79.134760
2025-06-25T00:40:00Z,-21.992510,77.542828
2025-06-25T00:42:00Z,-29.532680,75.829098
2025-06-25T00:44:00Z,-37.047776,73.921289
2025-06-25T00:46:00Z,-44.529278,71.706022
2025-06-25T00:48:00Z,-51.964101,68.987919
2025-06-25T00:50:00Z,-59.328033,65.392690
2025-06-25T00:52:00Z,-66.567165,60.100916
2025-06-25T00:54:00Z,-73.532931,50.965437
2025-06-25T00:56:00Z,-79.678289,31.016182
2025-06-25T00:58:00Z,-82.587160,-16.477749
2025-06-25T01:00:00Z,-79.214543,-61.423551
2025-06-25T01:02:00Z,-72.947421,-79.876601
2025-06-25T01:04:00Z,-65.944690,-88.519535
2025-06-25T01:06:00Z,-58.688624,-93.609950
2025-06-25T01:08:00Z,-51.313974,-97.106506
2025-06-25T01:10:00Z,-43.870706,-99.770082
2025-06-25T01:12:00Z,-36.381671,-101.952818
2025-06-25T01:14:00Z,-28.859456,-103.840385
2025-06-25T01:16:00Z,-21.312428,-105.541443
2025-06-25T01:18:00Z,-13.747203,-107.125836
2025-06-25T01:20:00Z,-6.169727,-108.642987
2025-06-25T01:22:00Z,1.414266,-110.131897
2025-06-25T01:24:00Z,8.999064,-111.627491
2025-06-25T01:26:00Z,16.578897,-113.165663
2025-06-25T01:28:00Z,24.147842,-114.788617
2025-06-25T01:30:00Z,31.699551,-116.552301
2025-06-25T01:32:00Z,39.226620,-118.538939
2025-06-25T01:34:00Z,46.719098,-120.881280
2025-06-25T01:36:00Z,54.161023,-123.815361
2025-06-25T01:38:00Z,61.521514,-127.811038
2025-06-25T01:40:00Z,68.728036,-133.950975
2025-06-25T01:42:00Z,75.564492,-145.274518
2025-06-25T01:44:00Z,81.149718,-172.038190
2025-06-25T01:46:00Z,82.118646,133.925905
2025-06-25T01:48:00Z,77.362461,98.981367
2025-06-25T01:50:00Z,70.732546,84.880678
2025-06-25T01:52:00Z,63.599487,77.730707
2025-06-25T01:54:00Z,56.275007,73.279646
2025-06-25T01:56:00Z,48.855376,70.107121
2025-06-25T01:58:00Z,41.379119,67.627102
2025-06-25T02:00:00Z,33.865071,65.556015
2025-06-25T02:02:00Z,26.324324,63.739067
2025-06-25T02:04:00Z,18.764714,62.082914
2025-06-25T02:06:00Z,11.192699,60.525757
2025-06-25T02:08:00Z,3.614183,59.022411
2025-06-25T02:10:00Z,-3.965144,57.535823
2025-06-25T02:12:00Z,-11.539673,56.031355
2025-06-25T02:14:00Z,-19.103794,54.471821
2025-06-25T02:16:00Z,-26.651762,52.811726
2025-06-25T02:18:00Z,-34.177329,50.988695
2025-06-25T02:20:00Z,-41.672905,48.908313
2025-06-25T02:22:00Z,-49.127629,46.413733
2025-06-25T02:24:00Z,-56.522775,43.217069
2025-06-25T02:26:00Z,-63.819536,38.722064
2025-06-25T02:28:00Z,-70.919984,31.479608
2025-06-25T02:30:00Z,-77.504704,17.141441
2025-06-25T02:32:00Z,-82.168126,-18.349124
2025-06-25T02:34:00Z,-81.082982,-72.011703
2025-06-25T02:36:00Z,-75.484292,-98.314145
2025-06-25T02:38:00Z,-68.665506,-109.510065
2025-06-25T02:40:00Z,-61.481667,-115.608197
2025-06-25T02:42:00Z,-54.143914,-119.587081
2025-06-25T02:44:00Z,-46.723272,-122.513435
2025-06-25T02:46:00Z,-39.249883,-124.851895
2025-06-25T02:48:00Z,-31.739212,-126.836471
2025-06-25T02:50:00Z,-24.200828,-128.599026
2025-06-25T02:52:00Z,-16.641839,-130.221362
2025-06-25T02:54:00Z,-9.068368,-131.759216
2025-06-25T02:56:00Z,-1.486198,-133.254695
2025-06-25T02:58:00Z,6.098962,-134.743655
